aghhh i'm on this only a month and last night i thought i was going to die with the pains in my tummy :(,comment5038
it was awful! got a new prescription for januvia. anyone used it before?,comment5039
"that happens to me al the time, i can't take them, i take januvia and i'm ok with them but i'm scared i heard they can cause problems with the pancreas, i don't know what to do really and my sugar is too high, because i don't drink the metaforming",comment5040
i was the same ended up changing to slow release  metaformin 4x 500mg am and have a tablet called colfin it helps with craps etc i find it really works speak you your doctor x,comment5041
"u need to see ur g.p. with these symptoms. it sounds like ur allergic to d metformin r glucophage as it is known as and u need to stop taking it i've bn on it for over 12 yrs , i also take nexium and ondanesteron for my stomach. this yr is d first  yr in ",comment5042
if i eat carbs...bread...potatoes....rice...pasta...sugar...i will have horrendous cramps and diarrhea. no carbs...no problems. :-/,comment5043
i took metformin and started getting cramps and nausea....it just kept getting worse.  i started throwing up and couldnt stop.  went to er.'..they.sdmittrd me.  was in hospital for.a week and half....i was sllergic to metformin and had developed pancreati,comment5047
the cramping does get better the longer you take metformin.  i've been on it several years,comment5048
this was the worst medicine for me..now i take gluburide/metformin..it is way better!  the only thing is sometimes i have low blood sugars but it is better than gut rot!,comment5052
"there is another slow release med called diamicron, slow release , didn't bother me st all. i am taking 1000mg glucophage twice daily and i am prob used to it now. i was very very ill but these meds seem to b sorting it out . i do agree with monika e gitt",comment5053
joy was on metformin.  she was having gi problems.  i talked her in to seeing  my doctor and he took her off met formin.  i've taken it for years and have no problem.  he put joy on some new med that she take weekly it is injectable  took her off all her ,comment5056
"i took the purple pill for two years before the abdominal pain subsided.  i'm still on metformin going on 5 years nowgǫso hang in there, it does get better",comment5057
caroline i started them as well at the beginning it was like that for me x it's calmed down a wee bit now x but i read up on it and that is one if the normal side effects of it .,comment5058
"i broke the tablet in half to reduce the strength n no diahorria or stomach cramps. even though the instructions said not to. works for me, especially on a light meal. for a heavy meal i have a full one. on heavy red meet i have two. works for me.",comment5059
i've been on 850 mg metformin for about 4 yrs and still suffer bad diarrhea for 3 to 5 times a wk. i have just lost 33 kg but didn't reverse diabetes and now 74kg. i'm so low in many vitamins and had blood tests to prove it after my hair broke off at one ,comment5061
i took a probiotic that stopped the stomach issues immediately.  it was like magic and the only way i could keep taking metformin,comment5066
"i am having the same problem, i have been on metformin 850 mg 3 times a day, been non compliant with diet, always had diahreah, never ate right so i figured it was the norm. well had a hysterectomy last week and blood sugars are out of control when i came",comment5067
what should you run in the mornings on an empty stomach i take metformin and was just wondering?????,comment5076
i'm using it along with metformin and it has definitely helped me in the weight loss department since being prescribed it a year ago.,comment5234
i am currently taking this medicine along with metformin..... i seem to be thirsty all the time and then.... getting up every night to use bathroom..... any suggestions?,comment5241
thanks for responding. hoping insurance clears me to start the meds and see! metformin was horrid. all three times i couldn't adjust with digestive issues!,comment5242
my copay was $75.  i was on it for three months.  didn't work for me other than i was in the bathroom constantly.  but does not mean it won't work for you.,comment5243
..and made me thirsty.  yes one of the side effects is uti and infections.  drink plenty of fluids.,comment5244
i take invokana and have had good luck with it. also take metformin and janumet. have lost almost one hundred pounds and a1c 5.4. hoping to be able to decrease some of these soon.,comment5247
have a friend who is on it after being on glipizide. she said it has worked wonderfully for her. she has also lost 55 pounds.,comment5248
i'm on metformin and invokana and also on a once a week shot. my a1c after the first 3 months went from 10.1 down to 6.0 and my sugar is always  normal now. i eat anything i want and i have lost 30 pounds. both pills and the shot have weight lost on them,comment5250
i noticed the side effects eased up a tad after about a month. i took 1000mg in the morning w food and 1000 at dinner. i was exhausted and had to stay near a bathroom. carbs made it worse. there are other meds that may work better. i went off the metformi,comment5252
i had severe diarrhea and stayed on it for a month never noticing an improvement.  i couldn't leave the house!  i am on insulin with no problems.  good luck to your mom. hope her doctor is able to find something that works for her with no side effects.,comment5257
i had to quit taking it because it gave me serious gastro problems,comment5262
must be taken with food and a glass of water better taken with a low carb diet. when i went thru all of those symptoms the doctor said do one tablet for 2weeks then increase to 2 tablets then so on. your body needs to slowly adjust. also expect your mum t,comment5264
that 1000 mg should be twice a day. one in the morning & one after dinner. take with food. i switched to metformin er because of stomach pain. it is better but not great. i also take an acid reducer & that helps a lot with the stomach pain. but as ashwani,comment5266
"when i started them on the same dose it was the runs for me , i found that if i took them during a meal that helped , and now my system has accepted them i can take them on an empty stomach , however with your mothers other battle going on i would say tha",comment5269
"2 should be taken immediately after breakfast and 2 imediately after dinner. i forgot them once and took them without food, i got nauseous and some stomach pains. good luck",comment5270
"my doctor said it didn't matter what time i took metformin as long as i took it mid-meal, so food protects your stomach, never on an empty stomach and introduce them slowly, over a 6 week period. i find luchtime and early evening the easiest on my stomach",comment5271
"amee, i'm sorry to hear this. i had sever diarrhea for 16 years. it was terrible never being sure of myself. i went to many drs. to find out why this was happening , no one could get the answer. when the dr took me off of metformen the diarrhea  stopped t",comment5273
i couldn't tolerate metformin.  i could never be a few feet from the bathroom which makes it hard to have a life.  i switched to glyburide.  now i watch my carbs and don't take anything.,comment5274
"i take mine on an empty stomach, and if it is followed with a strong ginger tea it makes a world of difference",comment5276
"i originally tried metformin and glimepiride and developed pancreatitis along with severe gasto side effects, switched and been on insulin ever since :0",comment5473
"interesting.  i have been on metformin, glimiperide, levamir (insulin shot at night) and am having pains currently with symptoms assoiated with pancreatitis.  have not gotten to dr yet, will get in next week.  used to take victoza as well.  with those fou",comment5474
i'm on oral meds and insulin.  at one point the insulin really worked.  my new endocrinologist changed it and i'm not doing as well.  i too ended up with pancreatitis and dka.,comment5478
"usually it can take three months for the body to get used to the drugs. i had that problem myself, but it went away. if after that time and it still hasn't gone away, then you need to discuss with your doctor.",comment5492
"it has been almost a constant issue with medications, and every one i've been on and others on different meds, have had the issue of diarrhea. metformin was my nemesis, and with the assistance of imodium, for when i had to be at work, after my body acclim",comment5494
i was on diabex and had the same problem. dr has put me on gulvemet and i no longer have diarrhea but i still carry imodium with me.,comment5498
"my doctor took me off metformin after about 15 years, because she saw something come up on my blood test, that it was affecting my kidneys. i use long acting insulin twice a day, and glimepiride twice a day. i have had good numbers, even after stopping th",comment5510
"i tried to take metformin for 6 months i had bad side effects, eventually i developed pancreatitis. the day i stopped taking those pills and switched to insulin the side effects stopped the pancreatitis resolved itself. i'm no medical expert but you can d",comment5512
"i lost weight, my a1c went to 5.5, and i quit the metformin.  while they say you will always be type 2 once diagnosed i don't test unless i feel odd and i don't take meds. they do say that my triglycerides are high but i'm on a beta blocker which can caus",comment5513
"no problem when i take metformin, but my husband had stomach probelms when he was on it.",comment5516
metformin caused me to have it coming out of both ends.  it was so bad i dropped to 40.  thank g-d my husba d was there or i could have died. now im on levimir twice daily 46 units and novolog with meals.  yup thats five times daily but i am also losing w,comment5519
"im diabetic , was on metformin for years ,then started pains in tummy and severe bouts of diarrhoea which lead to bleeding from bowel . for some reason i just started reacting to it as soon as my endocrinologist took me off it , they symptoms stopped .",comment5520
my husbands on metformin.and his joints ache and hes had some pains in his stomach as well. getting concerned here. we have new docs as our old 1 retired. think its time i made him an appoinment,comment5522
"it started off with metformin. it made me sick and unable to breath.  my doctor then put me on amaryl which only made me put on pounds of fat, and dangerously lowered my blood sugar.     he even put me on actos which made me tired, sick and turned my skin",comment5527
check this out guys....help my levels too i was prediabetic runs in my family.  helped my grandfather with his levels and my aunt is just about to stop taking her metformin bc her levels get too low at times,comment5529
"mine was constant stomach ache, nausea & vomitting...",comment5584
"i'm getting ready to start byetta....but my sister took victoza and lost 80lbs it's works but you have to eat right, and exercise",comment5689
victoza made me horribly nauseated. i had to stop and go back to insulin.,comment5690
i've been on it for ages. never had any adverse affects and it's helped the weight loss tremendously.,comment5691
absolutely amazing... went from 250+ to 114 this morning!!! of course i was nauseated for the first 2 weeks.. but just push through it!!! dropped some weight.. in 2 weeks.. my hubby and i start at the gym on february 1st.. so im hoping i'll lose some more,comment5699
i took it when i had insurance. i loved it and lost weight on it good luck,comment5700
i started victoza about a year ago. made me feel sick for a few weeks & it has reduced my appetite. i've lost 5 stone. weight didn't come off straight away but a few months in it did.good luck & push through the first few weeks it's not great but worth it,comment5702
"hi all - i was just going to post asking about victoza when i saw this.  i'm kinda nervous about injecting (on oral med now).  is the nausea bad? did your doc give meds to counteract, and did they work? nausea seems to be the primary side effect from all ",comment5704
"no weight loss for me.... haven't noticed difference in blood sugars, however, if i don't take it i can turn into an eating machine... helps regulate the emptying of your stomach and with out it i eat and empty fast.",comment5791
"i lost weight on it, but had to stop it, as was having allergic reaction to it",comment5793
"my main side effect for the first month was vomiting, but after it passed and everything is fine now. been on it for 2.5 years and only increased dosage once.",comment5807
"i reduced the dosage , then went to extended release and have now added januvia.",comment5810
"stay away from bad carbs, grains, pasta, rice and potatoes.  try using probiotics for bowel support. this helped me. no more problems.",comment5813
"i started on the extended release but, i would skip meals and have drops in blood sugar. i'm now taking regular metformin and have terrible gas, belching,  and bloating tummy.",comment5815
started very slow and increased the dose slowly. it gets way better. also took dose at night for a while.,comment5816
ive just started the 1000mg dose the slow release one as the other one was making me dizzy these ones are giving me belly aches and tiredness and bloated all the time but the worst part is the feeling sick all the time x,comment5817
actually it makes me rish to the bathroom over 10 times a day and its hard to leave the house. i deal with it because it does help with my sugar. but the side effects are awful,comment5832
i dropped to one 500 metformin..eating less eating better..holding average in the 98 to 106 glucose levels. highest glucose level.after a meal. 132. but it isn't easy,comment5834
"i am also on insulin.  humalog and lantis.  i was first on levemir but was allergic to it.  had bad headaches, rash, and extensive itching and nauseated.  check with your doctor.",comment5862
ive only just started taking it myself been on nearly 3weeks. feeling a bit sick at times but it passes. hope it helps me to lose some weight as well.,comment5998
"immediate drop in blood sugar.  occasionally nausea after injection for a few days but sometimes not.  if i let the med reach room temp then less itchiness, more like 1/2 hour vs, 15 min recommended",comment6002
do not take metformin if you are vomiting it can cause serious medical issues - my sons endocrinologist told us this at his last appointment - he is type2 - if you are vomiting then ring the diabetes nurse/doctor for advice asap,comment6010
"call your doctor.   i do agree with vanessa and the others, it may be your body just understanding your new ""normal"" sugar ranges.  i know that when i first started metformin (500mg 2times a day), i would jittery and shakey when i got below 90.  it's leve",comment6094
i'm taking 500mg 3 times a day gliclazide 80mg twice a day and januvia 100mg once a day there's no room for food,comment6095
"has anyone had problems eating after they were on metaformin, i am only 3 wks in, and am havering difficulty trying to eat enough, i know great problem to have but i don't think for a diabetic that it is good",comment6096
"metphormin was giving me the worst side effects ever; worse than the original problem. i used to feel dizzy, nauseas , throw up, diarriah, imbalance, shaking, feeling cold. i stayed on them like couple of months and they never seem to be going anywhere. s",comment6097
when i was first diagnosed and was put on metformin. i had horrible nausea. it took about 3 weeks for my body to adjust to the drug. hang in there .it has been 2 years now...18 months with my a1c under 7%,comment6098
"""i was diagnosed type two a few years ago during a pregnancy. i was put on metformin and ended up getting the dosage upped to 2000 mg over the course of almost a year. my a1c started at 6.7, that was with very strict diet and exercise and still being overweight. my last checkup a few months ago my a1c was 5.6 and during the last year i have lost 50 lbs( normal weight now). my doc decided to lower my met to 500mg per day saying i wasnt diabetic anymore and that taking too much metformin was bad for my kidneys, that i shouldn't take it if i don't need it. he actually recommends i stop taking meds altogether but i insisted i not stop. well, my blood sugar is up again and higher than normal when i test my fasting and after meals and i'm putting on weight slowly even though my diet hasn't changed. im still diabetic and believe my meds kept my sugar low. he is blaming my lifestyle. how can he? i am active and eat right?! help!!! he says my sugars aren't as bad as most of his clients so he's not worried but i already have nerve damage in my feet and legs. why do docs do this?""",post1
"""i was wondering if anyone here has had a successful pregnancy with type two? i was diagnosed when i had my daughter four years ago and then i had a miscarriage in november. now i'm seven weeks pregnant again and having all kinds of fears and worries. i'm on insulin four times a day but then i have extreme nausea and can't keep anything down, which causes me to drop down to the 50's or 60's.""",post12
"""i'm on levemir for type 2 diabetes. the last few days i've had a temp over 99 and starting today nausea. but i could also be pregnant. anyone else have a temp or get nausea??? i started insulin shots just a few days ago.""",post20
"""hi need some advice i was diagnosed about 9 months ago i'm on 2 x metoformin 500mg a day my sugars were fine on my last blood test end of november but today i've had a really bad sugar low and feel so tired i'm a bit scared as i'm home alone with a 2 year old ?""",post35
"""hi everyone, just found your site as i'm desperate for some advice from fellow type 2 diabetics. my husband has been diabetic type 2 for 6 yrs and only gets an annual gp practice diabetic nurse review once a year. he currently has stared to take metformin qds increased recently from bds - he has always had joint pains but the gp isn't interested and he has recently been diagnosed with general hepatitis ( not a b c d e etc) we are convinced that the problem stems with the metformin but gp dismissed this saying that he'd been on it too long for the metformin to be the cause .... which i think is total rubbish. my husband has started to deteriorate again today and i am insisting he gets a gp appt tomorrow in which i will go with him ..... has anybody else had these sort of problems with metformin, if so what do you take now?""",post37
"""a short while ago i was diagnosed with type 2 diabetes. my doctor started me on on diabex but this did not appear to work very well in helping to control by sugar levels and combined with the constant diarrhea. i was then changed on to janumet which has done a better job for me with my sugar levels now under control. however the diarrhea is worse and is really starting to affect my lifestyle. anyone else had the same issues and if so what did you do to resolve this.""",post39
"""hi, my mum is on a drug trial for cancer currently but the pills have induced a form of diabetes. she had to start on 2000mg of metformin, which she took 4 x 500mg a day. however, it caused her to have severe vomiting, gastro problems and tiredness. she went in a couple of days ago to tell the doctor and she changed her to metformin er. they seemed to be working ok until tonight, as she has really bad vomiting and stomach issues again. i was wondering if anyone else has similar issues and what helped calm them down? also, when is the best time to take the metformin er, she is currently taking 2 x 1000mg tablets just before bed but i am not sure if it should be taken with food or on an empty stomach. any suggestions would be greatly appreciated at this point, i just want her to feel better. thanks""",post53
"""have type 2 and successfully took metformin 500 mg twice a day. my ai c went down, i lost some weight and now i am having serious gut problems when i take the metformin. not sure what to do now...i can not handle the abdominal cramping...""",post66
"""i started with type 2 diabetics aug. 21, 2014, my doctor told me to take metformin. after 3 pills, i broke out with a rash. then took another pill. i believe it was called invokana. i developed rashes on my arms, legs, and a yeast infection. i think i ma not take any pills, i will just watch my diet.""",post68
"""i'm new. but dealing type 2 diabetes. i'm 46. my sugar is 108... today. took my meds and insulin. at 10am. tested around this post. i feel weak. and like fog storm. low. can anyone help me""",post71
"""has anyone ever successfully weaned themselves off of metformin with diet/exercise changes?""",post73
"""started metformin on friday but have been eliminating sugar for the past nine days. woke up to a migraine today. probably from no caffeine. i think that i did very well this week but added fresh fruit the last 3 days (berries, 1 pear, 1 spear of melon and 1 banana). otherwise, only thing potentially bad that i ate was one tbs sugar free pancake syrup (discovered it had aspartame which causes headaches for me). was wondering if anyone had a suggestion for a substitute/replacement for syrup?""",post75
"""i was diagnosed 2 yrs ago ..i take metformin 500mg twice a day ..sometimes i wake up and my right kidney hurts nd my lower back ...is that normal?""",post80
"""hello! everyone ......i have a question for you, i have been diabetic for 6 years, i'm have been on metformin 1000 went form 1 a day to 2 day a few years ago. now my test are higher so doc put me on an extra med glipizide 5 mg ... has anyone done this? and if so did it make you feel terrible, like low blood sugar shaky! sweaty! very weak! but my test did not show low .....i stopped taking it and i will call my doctor monday. any help?""",post93
"""just looking for input, newly diagnosed with type 2 diabetes, determined by my far vision being blurry. after attending the emergency and being advised my sugar was 26.3 i immediately started metformin and diamicron. now that my sugar is lower ( between 7. 4 & 12) the far vision is fine no more glasses but  now reading up close is impossible  curious if anyone has had this or any input is welcomed. thanks for everyone's help""",post101
"""i have a question.. i am a type 2 diabetic who has been on metformin then switched to gipizide/metformin combo and then to glip and sliding scale insulin... last night my feet and legs up to mid calf started itching and burning intensely. anyone else ever have this problem and is there anything i can do here at home as my dr is out of town until july 2 and i refuse to see a nurse practitioner.""",post103
"""what do you think of a a1c of 6.1 ? it was at one time a 5.4 but i yoyoed . i take only one metformin now. i take it at night because i hate the way it makes me feel. i have red bed sore looking spots on my legs that won't go away.""",post107
"""my doc says i'm pre-diabetic, and i take my blood sugars every morning, and before meals. my readings in the morning are between 88-97 in the mornings, and 2 hours after eating 89-94. my doc put me on the generic form of actos, and i'm about to start using it. my doc had me on metformin, but it made me sick to my stomach, puking and such.. my question is will this make my blood sugar go lower? i work outside construction, and i'm just a little concerned..""",post113
"""i am currently taking glucophage 1000 mg 2x daily. i take it around 6 pm and again in the morning. i tolerate the night time ok but during the day my stomach is doing flip flops. has anybody had better luck with anything other than glucophage / metformin for t2 diabetes?""",post116
"""help.. diarrhoea and metfomin! my husband has uncontrolled type 2.. he has hit his all time high fbs 22 rbs 18 hgaic 16. he's been on the following meds for 7 days..metformin 2 tablets twice a day and glyburide 1 tablet twice a day and today his fbs is 10.2 , we have changed his diet and he walks 2 hours a day but the diarrhoea is affecting him so severely that he is starting to get discouraged and doesn't want to take the metformin.. how long before the diarrhoea slows down? and can he take his metformin 1 pill 4 times a day? he has an awful relationship with his doctor and we are waiting to see a specialist in june""",post125
"""i have been diagnosed now for a week and am on metformin 500mg bd with a view to building up to 1000mg bd. the symptom i find most difficult is blurred vision, does anyone have any experience of this and will it pass, my optician says 2-3 months??""",post128
"""i was diagnosed with type 2 over 7 years ago. my last checkup my levels spiked and my meds have changed. i am now taking metformin, januvia and nispan. really feeling under the weather now. had anyone else felt this?""",post134
"""my doctor took me off of the victoza pen that was doing good and now has me on humana 75/25 insulin and i cant get my blood under 200? i am tired of feeling tired and need someone who knows what they are doing. i feel my doctor is just not helping me get well.""",post135
"""is anyone here very insulin resistant? i take a lot of insulin. is anyone on glucophage xr? i tried glucophage the normal stuff back in the day and it have me horrible gi issues. lastly, does anyone use anything else for insulin sensitivity? thanks.""",post138
"""is anyone here on gliclazide? my dr just put me on it and i have had terrible indigestion from it. i had to get up in the middle of the night and walk around the house for it to ease up. i was on metformin which gave me diaherria so my dr gave me this. my pharmacist said it's my body adjusting to the meds but my dietician said she's never heard of anyone having indigestion from it and thinks it's something else? i have a sensitive stomach and have had reactions to other meds as well. any help would be welcome.""",post139
"""i have type 2 diabetes and was on metformin 2 pills a day but it did not help so went to 4. now that i take the 4 a say i find that i seem to be hungry all the time. has anyone had this happen to them? when i took the 2 i was never hungry.""",post140
"""i was diagnosed with t2d about 5 months ago, meds have gone from metformin 500 mg @ 12 hrs to 1000 mg @ 12 hrs and now metformin 500 mg @ 12 hrs along with jentadueto ( linagliptin & metformin) 1000 mg @ 12 hrs. even though i eat when taking them i always feel sick to my stomach. anyone else experience this problem.""",post150
"""staying nauseous on metformin hcl. i've been on metformin for about 3 weeks and regardless if i eat or not, i feel really nauseous. when i take it with food, often times the food comes back up an hour later. any advice?""",post154
"""i have been on every type 2 pill and keep having side effects eg... itchy blisters, rash, feeling constantly hungry, sweet cravings and upset tummy, has anyone else experienced this, if so has injections worked for you??? i am at my wits end, if i don't take the medications i have constant urine infections resulting in always being on antibiotics.""",post197
"""i have been diagnosed the past 3-4 weeks with type 2 diabetes and so far no one has explained what to do other than they have given me metformin tablets... 4 a day. i don't feel thirsty. just tired. i have other medical things going on with my body on top of this so what do i look for the symptoms if my condition is getting worse. all they have done so far is checked my eyes and feet.""",post203
